,weather1,weather2,wind1,wind2,aircraft_weight_class1,aircraft_weight_class2,ground_traffic1,ground_traffic2,air_traffic_congestion1,air_traffic_congestion2,caculated_minima
43,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
44,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
45,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
46,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
47,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
48,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
49,cat_3,cat_3,headwind,tailwind,medium,heavy,high,high,max,max,4.0
50,cat_3,cat_3,tailwind,tailwind,heavy,medium,high,high,max,max,6.4
51,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
52,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
53,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
54,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
55,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
56,cat_3,cat_3,tailwind,tailwind,medium,light,high,high,max,max,6.4
57,cat_3,cat_3,tailwind,tailwind,light,heavy,high,high,max,max,4.1
58,cat_3,cat_3,tailwind,tailwind,heavy,super,high,high,max,max,4.2
59,cat_3,cat_3,tailwind,tailwind,super,light,high,average,max,regular,8.8
60,cat_3,cat_3,tailwind,tailwind,light,medium,average,average,regular,regular,4.2
61,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,6
62,cat_3,cat_3,tailwind,tailwind,medium,heavy,average,average,regular,regular,4.2
63,cat_3,cat_3,tailwind,tailwind,heavy,light,average,average,regular,regular,7.5
64,cat_3,cat_3,tailwind,tailwind,light,heavy,average,average,regular,regular,4.1
65,cat_3,cat_3,tailwind,tailwind,heavy,heavy,average,average,regular,regular,6
66,cat_3,cat_3,tailwind,tailwind,heavy,super,average,average,regular,regular,4.2
67,cat_3,cat_3,tailwind,tailwind,super,heavy,average,average,regular,regular,7.5
68,cat_3,cat_3,tailwind,tailwind,heavy,medium,average,average,regular,regular,6.4
69,cat_3,cat_3,tailwind,headwind,medium,heavy,average,average,regular,regular,4.4
70,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
71,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
72,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
73,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
74,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
75,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
76,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
77,cat_3,cat_3,headwind,headwind,medium,light,average,average,regular,regular,6.4
78,cat_3,cat_3,headwind,headwind,light,medium,average,average,regular,regular,4.2
79,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
80,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
81,cat_3,cat_3,headwind,headwind,heavy,super,average,average,regular,regular,4.2
82,cat_3,cat_3,headwind,headwind,super,medium,average,average,regular,regular,8
83,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
84,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
85,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
86,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
87,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
88,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
89,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
90,cat_3,cat_3,headwind,headwind,heavy,super,average,average,regular,regular,4.2
91,cat_3,cat_3,headwind,headwind,super,heavy,average,average,regular,regular,7.5
92,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
93,cat_3,cat_3,headwind,headwind,heavy,super,average,average,regular,regular,4.2
94,cat_3,cat_3,headwind,headwind,super,heavy,average,average,regular,regular,7.5
95,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
96,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
97,cat_3,cat_3,headwind,headwind,heavy,light,average,average,regular,regular,7.5
98,cat_3,cat_3,headwind,headwind,light,medium,average,average,regular,regular,4.2
99,cat_3,cat_3,headwind,headwind,medium,medium,average,high,regular,max,6.2
100,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
101,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
102,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
103,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
104,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
105,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
106,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
107,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
108,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
109,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
110,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
111,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
112,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
113,cat_3,cat_3,headwind,headwind,medium,super,high,high,max,max,4
114,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,8
115,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
116,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
117,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
118,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
119,cat_3,cat_3,headwind,headwind,heavy,medium,high,low,max,regular,6.0
120,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
121,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
122,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
123,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
124,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
125,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
126,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
127,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
128,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
129,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
130,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
131,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
132,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
133,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
134,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
135,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
136,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
137,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
138,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
139,cat_3,cat_3,headwind,headwind,medium,medium,low,high,regular,max,6.4
140,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
141,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
142,cat_3,cat_3,headwind,headwind,heavy,light,high,high,max,max,7.5
143,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,4.2
144,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
145,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
146,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
147,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
148,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
149,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
150,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
151,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
152,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
153,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
154,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
155,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
156,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
157,cat_3,cat_3,headwind,headwind,heavy,super,high,high,max,max,4.2
158,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,8
159,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,6.4
160,cat_3,cat_3,headwind,headwind,light,light,high,high,max,max,6
161,cat_3,cat_3,headwind,headwind,light,heavy,high,high,max,max,4.1
162,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
163,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
164,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
165,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
166,cat_3,cat_3,headwind,headwind,heavy,light,high,high,max,max,7.5
167,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,4.2
168,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
169,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,6.4
170,cat_3,cat_3,headwind,headwind,light,heavy,high,high,max,max,4.1
171,cat_3,cat_3,headwind,headwind,heavy,super,high,high,max,max,4.2
172,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,8
173,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
174,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
175,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
176,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
177,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
178,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
179,cat_3,cat_3,headwind,headwind,heavy,medium,high,average,max,regular,6.2
180,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
181,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
182,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
183,cat_3,cat_3,headwind,headwind,medium,light,average,average,regular,regular,6.4
184,cat_3,cat_3,headwind,headwind,light,medium,average,average,regular,regular,4.2
185,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
186,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
187,cat_3,cat_3,headwind,headwind,heavy,light,average,average,regular,regular,7.5
188,cat_3,cat_3,headwind,headwind,light,medium,average,average,regular,regular,4.2
189,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
190,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
191,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
192,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
193,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
194,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
195,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
196,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
197,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
198,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
199,cat_3,cat_3,headwind,headwind,medium,light,average,high,regular,max,6.6000000000000005
200,cat_3,cat_3,headwind,headwind,light,light,high,high,max,max,6
201,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,4.2
202,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
203,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,6.4
204,cat_3,cat_3,headwind,headwind,light,heavy,high,high,max,max,4.1
205,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
206,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
207,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
208,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
209,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
210,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
211,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
212,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
213,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
214,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
215,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
216,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
217,cat_3,cat_3,headwind,headwind,heavy,super,high,high,max,max,4.2
218,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,8
219,cat_3,cat_3,headwind,crosswind,medium,medium,high,average,max,regular,5.3999999999999995
220,cat_3,cat_3,crosswind,crosswind,medium,medium,average,average,regular,regular,6
221,cat_3,cat_3,crosswind,crosswind,medium,medium,average,average,regular,regular,6
222,cat_3,cat_3,crosswind,crosswind,medium,medium,average,average,regular,regular,6
223,cat_3,cat_3,crosswind,crosswind,medium,medium,average,average,regular,regular,6
224,cat_3,cat_3,crosswind,crosswind,medium,heavy,average,average,regular,regular,4.2
225,cat_3,cat_3,crosswind,crosswind,heavy,medium,average,average,regular,regular,6.4
226,cat_3,cat_3,crosswind,crosswind,medium,heavy,average,average,regular,regular,4.2
227,cat_3,cat_3,crosswind,crosswind,heavy,medium,average,average,regular,regular,6.4
228,cat_3,cat_3,crosswind,crosswind,medium,medium,average,average,regular,regular,6
229,cat_3,cat_3,crosswind,headwind,medium,medium,average,average,regular,regular,6.4
230,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
231,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
232,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
233,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
234,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
235,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
236,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
237,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
238,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
239,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
240,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
241,cat_3,cat_3,headwind,headwind,medium,super,average,average,regular,regular,4
242,cat_3,cat_3,headwind,headwind,super,medium,average,average,regular,regular,8
243,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
244,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
245,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
246,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
247,cat_3,cat_3,headwind,headwind,heavy,light,average,average,regular,regular,7.5
248,cat_3,cat_3,headwind,headwind,light,heavy,average,average,regular,regular,4.1
249,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
250,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
251,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
252,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
253,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
254,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
255,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
256,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
257,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
258,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
259,cat_3,cat_3,headwind,headwind,medium,heavy,average,high,regular,max,4.4
260,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
261,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
262,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
263,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
264,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
265,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
266,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
267,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
268,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
269,cat_3,cat_3,headwind,tailwind,medium,heavy,high,high,max,max,4.0
270,cat_3,cat_3,tailwind,tailwind,heavy,medium,high,high,max,max,6.4
271,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,4.2
272,cat_3,cat_3,tailwind,tailwind,heavy,heavy,high,high,max,max,6
273,cat_3,cat_3,tailwind,tailwind,heavy,medium,high,high,max,max,6.4
274,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
275,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,4.2
276,cat_3,cat_3,tailwind,tailwind,heavy,super,high,high,max,max,4.2
277,cat_3,cat_3,tailwind,tailwind,super,medium,high,high,max,max,8
278,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,4.2
279,cat_3,cat_3,tailwind,headwind,heavy,super,high,low,max,regular,4.0
280,cat_3,cat_3,headwind,headwind,super,super,low,low,regular,regular,6
281,cat_3,cat_3,headwind,headwind,super,medium,low,low,regular,regular,8
282,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
283,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
284,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
285,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
286,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
287,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
288,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
289,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
290,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
291,cat_3,cat_3,headwind,headwind,medium,light,low,low,regular,regular,6.4
292,cat_3,cat_3,headwind,headwind,light,heavy,low,low,regular,regular,4.1
293,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
294,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
295,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
296,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
297,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
298,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
299,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
300,cat_3,cat_3,headwind,headwind,medium,light,low,low,regular,regular,6.4
301,cat_3,cat_3,headwind,headwind,light,super,low,low,regular,regular,4
302,cat_3,cat_3,headwind,headwind,super,medium,low,low,regular,regular,8
303,cat_3,cat_3,headwind,headwind,medium,super,low,low,regular,regular,4
304,cat_3,cat_3,headwind,headwind,super,medium,low,low,regular,regular,8
305,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
306,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
307,cat_3,cat_3,headwind,headwind,medium,super,low,low,regular,regular,4
308,cat_3,cat_3,headwind,headwind,super,heavy,low,low,regular,regular,7.5
309,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
310,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
311,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
312,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
313,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
314,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
315,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
316,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
317,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
318,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
319,cat_3,cat_3,headwind,wind_shear,medium,heavy,low,high,regular,max,4.000000000000001
320,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,high,high,max,max,6.4
321,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
322,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,high,high,max,max,4.2
323,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,high,high,max,max,6.4
324,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
325,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
326,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,high,high,max,max,4.2
327,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,high,high,max,max,6.4
328,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
329,cat_3,cat_3,wind_shear,headwind,medium,heavy,high,high,max,max,4.8
330,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
331,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
332,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
333,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
334,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
335,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
336,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
337,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
338,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
339,cat_3,cat_3,headwind,wind_shear,medium,medium,high,low,max,regular,5.0
340,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,4.2
341,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,low,low,regular,regular,6.4
342,cat_3,cat_3,wind_shear,wind_shear,medium,medium,low,low,regular,regular,6
343,cat_3,cat_3,wind_shear,wind_shear,medium,medium,low,low,regular,regular,6
344,cat_3,cat_3,wind_shear,wind_shear,medium,medium,low,low,regular,regular,6
345,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,4.2
346,cat_3,cat_3,wind_shear,wind_shear,heavy,heavy,low,low,regular,regular,6
347,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,low,low,regular,regular,6.4
348,cat_3,cat_3,wind_shear,wind_shear,medium,medium,low,low,regular,regular,6
349,cat_3,cat_3,wind_shear,headwind,medium,medium,low,low,regular,regular,6.6
350,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
351,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
352,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
