,weather1,weather2,wind1,wind2,aircraft_weight_class1,aircraft_weight_class2,ground_traffic1,ground_traffic2,air_traffic_congestion1,air_traffic_congestion2,caculated_minima
88,cat_1,cat_1,headwind,headwind,medium,heavy,high,high,max,max,3.2
89,cat_1,cat_1,headwind,headwind,heavy,light,high,high,max,max,6.5
90,cat_1,cat_1,headwind,headwind,light,medium,high,high,max,max,3.2
91,cat_1,cat_1,headwind,headwind,medium,medium,high,high,max,max,5.0
92,cat_1,cat_1,headwind,headwind,medium,light,high,high,max,max,5.4
93,cat_1,cat_1,headwind,headwind,light,heavy,high,high,max,max,3.1
94,cat_1,cat_1,headwind,headwind,heavy,medium,high,high,max,max,5.4
95,cat_1,cat_1,headwind,headwind,medium,medium,high,high,max,max,5.0
96,cat_1,cat_1,headwind,headwind,medium,heavy,high,high,max,max,3.2
97,cat_1,cat_1,headwind,headwind,heavy,medium,high,high,max,max,5.4
98,cat_1,cat_1,headwind,headwind,medium,medium,high,high,max,max,5.0
99,cat_1,cat_2,headwind,wind_shear,medium,medium,high,low,max,regular,4.5
100,cat_2,cat_2,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,3.2
101,cat_2,cat_2,wind_shear,wind_shear,heavy,medium,low,low,regular,regular,5.4
102,cat_2,cat_2,wind_shear,wind_shear,medium,medium,low,low,regular,regular,5.0
103,cat_2,cat_2,wind_shear,wind_shear,medium,medium,low,low,regular,regular,5.0
104,cat_2,cat_2,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,3.2
105,cat_2,cat_2,wind_shear,wind_shear,heavy,medium,low,low,regular,regular,5.4
106,cat_2,cat_2,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,3.2
107,cat_2,cat_2,wind_shear,wind_shear,heavy,light,low,low,regular,regular,6.5
108,cat_2,cat_2,wind_shear,wind_shear,light,medium,low,low,regular,regular,3.2
109,cat_2,cat_2,wind_shear,crosswind,medium,medium,low,low,regular,regular,5.2
110,cat_2,cat_2,crosswind,crosswind,medium,heavy,low,low,regular,regular,3.2
111,cat_2,cat_2,crosswind,crosswind,heavy,heavy,low,low,regular,regular,5.0
112,cat_2,cat_2,crosswind,crosswind,heavy,heavy,low,low,regular,regular,5.0
113,cat_2,cat_2,crosswind,crosswind,heavy,medium,low,low,regular,regular,5.4
114,cat_2,cat_2,crosswind,crosswind,medium,medium,low,low,regular,regular,5.0
115,cat_2,cat_2,crosswind,crosswind,medium,medium,low,low,regular,regular,5.0
116,cat_2,cat_2,crosswind,crosswind,medium,medium,low,low,regular,regular,5.0
117,cat_2,cat_2,crosswind,crosswind,medium,medium,low,low,regular,regular,5.0
118,cat_2,cat_2,crosswind,crosswind,medium,medium,low,low,regular,regular,5.0
119,cat_2,cat_2,crosswind,headwind,medium,light,low,low,regular,regular,5.800000000000001
120,cat_2,cat_2,headwind,headwind,light,medium,low,low,regular,regular,3.2
121,cat_2,cat_2,headwind,headwind,medium,super,low,low,regular,regular,3.0
122,cat_2,cat_2,headwind,headwind,super,medium,low,low,regular,regular,7.0
123,cat_2,cat_2,headwind,headwind,medium,light,low,low,regular,regular,5.4
124,cat_2,cat_2,headwind,headwind,light,heavy,low,low,regular,regular,3.1
125,cat_2,cat_2,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
126,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
127,cat_2,cat_2,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
128,cat_2,cat_2,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
129,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
130,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
131,cat_2,cat_2,headwind,headwind,medium,light,low,low,regular,regular,5.4
132,cat_2,cat_2,headwind,headwind,light,medium,low,low,regular,regular,3.2
133,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
134,cat_2,cat_2,headwind,headwind,medium,light,low,low,regular,regular,5.4
135,cat_2,cat_2,headwind,headwind,light,medium,low,low,regular,regular,3.2
136,cat_2,cat_2,headwind,headwind,medium,super,low,low,regular,regular,3.0
137,cat_2,cat_2,headwind,headwind,super,heavy,low,low,regular,regular,6.5
138,cat_2,cat_2,headwind,headwind,heavy,heavy,low,low,regular,regular,5.0
139,cat_2,cat_2,headwind,tailwind,heavy,heavy,low,high,regular,max,5.2
140,cat_2,cat_2,tailwind,tailwind,heavy,medium,high,high,max,max,5.4
141,cat_2,cat_2,tailwind,tailwind,medium,medium,high,high,max,max,5.0
142,cat_2,cat_2,tailwind,tailwind,medium,medium,high,high,max,max,5.0
143,cat_2,cat_2,tailwind,tailwind,medium,heavy,high,high,max,max,3.2
144,cat_2,cat_2,tailwind,tailwind,heavy,medium,high,high,max,max,5.4
145,cat_2,cat_2,tailwind,tailwind,medium,medium,high,high,max,max,5.0
146,cat_2,cat_2,tailwind,tailwind,medium,medium,high,high,max,max,5.0
147,cat_2,cat_2,tailwind,tailwind,medium,heavy,high,high,max,max,3.2
148,cat_2,cat_2,tailwind,tailwind,heavy,medium,high,high,max,max,5.4
149,cat_2,cat_2,tailwind,headwind,medium,medium,high,high,max,max,5.2
150,cat_2,cat_2,headwind,headwind,medium,super,high,high,max,max,3.0
151,cat_2,cat_2,headwind,headwind,super,heavy,high,high,max,max,6.5
152,cat_2,cat_2,headwind,headwind,heavy,medium,high,high,max,max,5.4
153,cat_2,cat_2,headwind,headwind,medium,medium,high,high,max,max,5.0
154,cat_2,cat_2,headwind,headwind,medium,heavy,high,high,max,max,3.2
155,cat_2,cat_2,headwind,headwind,heavy,medium,high,high,max,max,5.4
156,cat_2,cat_2,headwind,headwind,medium,medium,high,high,max,max,5.0
157,cat_2,cat_2,headwind,headwind,medium,medium,high,high,max,max,5.0
158,cat_2,cat_2,headwind,headwind,medium,medium,high,high,max,max,5.0
159,cat_2,cat_2,headwind,headwind,medium,heavy,high,average,max,regular,3.0
160,cat_2,cat_2,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
161,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
162,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
163,cat_2,cat_2,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
164,cat_2,cat_2,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
165,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
166,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
167,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
168,cat_2,cat_2,headwind,headwind,medium,light,average,average,regular,regular,5.4
169,cat_2,cat_2,headwind,headwind,light,medium,average,average,regular,regular,3.2
170,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
171,cat_2,cat_2,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
172,cat_2,cat_2,headwind,headwind,heavy,super,average,average,regular,regular,3.2
173,cat_2,cat_2,headwind,headwind,super,heavy,average,average,regular,regular,6.5
174,cat_2,cat_2,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
175,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
176,cat_2,cat_2,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
177,cat_2,cat_2,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
178,cat_2,cat_2,headwind,headwind,medium,medium,average,average,regular,regular,5.0
179,cat_2,cat_2,headwind,headwind,medium,heavy,average,low,regular,regular,3.0
180,cat_2,cat_2,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
181,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
182,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
183,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
184,cat_2,cat_2,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
185,cat_2,cat_2,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
186,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
187,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
188,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
189,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
190,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
191,cat_2,cat_2,headwind,headwind,medium,light,low,low,regular,regular,5.4
192,cat_2,cat_2,headwind,headwind,light,medium,low,low,regular,regular,3.2
193,cat_2,cat_2,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
194,cat_2,cat_2,headwind,headwind,heavy,heavy,low,low,regular,regular,5.0
195,cat_2,cat_2,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
196,cat_2,cat_2,headwind,headwind,medium,medium,low,low,regular,regular,5.0
197,cat_2,cat_2,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
198,cat_2,cat_2,headwind,headwind,heavy,heavy,low,low,regular,regular,5.0
199,cat_2,cat_3,headwind,tailwind,heavy,medium,low,low,regular,regular,6.2
200,cat_3,cat_3,tailwind,tailwind,medium,heavy,low,low,regular,regular,3.2
201,cat_3,cat_3,tailwind,tailwind,heavy,medium,low,low,regular,regular,5.4
202,cat_3,cat_3,tailwind,tailwind,medium,heavy,low,low,regular,regular,3.2
203,cat_3,cat_3,tailwind,tailwind,heavy,heavy,low,low,regular,regular,5.0
204,cat_3,cat_3,tailwind,tailwind,heavy,super,low,low,regular,regular,3.2
205,cat_3,cat_3,tailwind,tailwind,super,medium,low,low,regular,regular,7.0
206,cat_3,cat_3,tailwind,tailwind,medium,medium,low,low,regular,regular,5.0
207,cat_3,cat_3,tailwind,tailwind,medium,medium,low,low,regular,regular,5.0
208,cat_3,cat_3,tailwind,tailwind,medium,heavy,low,low,regular,regular,3.2
209,cat_3,cat_3,tailwind,headwind,heavy,heavy,low,low,regular,regular,5.2
210,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
211,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
212,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
213,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
214,cat_3,cat_3,headwind,headwind,medium,super,low,low,regular,regular,3.0
215,cat_3,cat_3,headwind,headwind,super,medium,low,low,regular,regular,7.0
216,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
217,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
218,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
219,cat_3,cat_3,headwind,tailwind,medium,heavy,low,low,regular,regular,3.0
220,cat_3,cat_3,tailwind,tailwind,heavy,light,low,low,regular,regular,6.5
221,cat_3,cat_3,tailwind,tailwind,light,medium,low,low,regular,regular,3.2
222,cat_3,cat_3,tailwind,tailwind,medium,heavy,low,low,regular,regular,3.2
223,cat_3,cat_3,tailwind,tailwind,heavy,heavy,low,low,regular,regular,5.0
224,cat_3,cat_3,tailwind,tailwind,heavy,medium,low,low,regular,regular,5.4
225,cat_3,cat_3,tailwind,tailwind,medium,heavy,low,low,regular,regular,3.2
226,cat_3,cat_3,tailwind,tailwind,heavy,medium,low,low,regular,regular,5.4
227,cat_3,cat_3,tailwind,tailwind,medium,light,low,low,regular,regular,5.4
228,cat_3,cat_3,tailwind,tailwind,light,heavy,low,low,regular,regular,3.1
229,cat_3,cat_3,tailwind,headwind,heavy,medium,low,low,regular,regular,5.6000000000000005
230,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
231,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
232,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
233,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
234,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
235,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
236,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
237,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
238,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
239,cat_3,cat_3,headwind,tailwind,medium,medium,low,high,regular,max,5.2
240,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
241,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,3.2
242,cat_3,cat_3,tailwind,tailwind,heavy,heavy,high,high,max,max,5.0
243,cat_3,cat_3,tailwind,tailwind,heavy,light,high,high,max,max,6.5
244,cat_3,cat_3,tailwind,tailwind,light,medium,high,high,max,max,3.2
245,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
246,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
247,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
248,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
249,cat_3,cat_3,tailwind,headwind,medium,medium,high,high,max,max,5.2
250,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
251,cat_3,cat_3,headwind,headwind,heavy,light,high,high,max,max,6.5
252,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,3.2
253,cat_3,cat_3,headwind,headwind,medium,super,high,high,max,max,3.0
254,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,7.0
255,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
256,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
257,cat_3,cat_3,headwind,headwind,medium,super,high,high,max,max,3.0
258,cat_3,cat_3,headwind,headwind,super,heavy,high,high,max,max,6.5
259,cat_3,cat_3,headwind,headwind,heavy,medium,high,low,max,regular,5.0
260,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
261,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
262,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
263,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
264,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
265,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
266,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
267,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
268,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
269,cat_3,cat_3,headwind,headwind,heavy,light,low,low,regular,regular,6.5
270,cat_3,cat_3,headwind,headwind,light,medium,low,low,regular,regular,3.2
271,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,3.2
272,cat_3,cat_3,headwind,headwind,heavy,light,low,low,regular,regular,6.5
273,cat_3,cat_3,headwind,headwind,light,heavy,low,low,regular,regular,3.1
274,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,5.4
275,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
276,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
277,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
278,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,5.0
279,cat_3,cat_3,headwind,headwind,medium,medium,low,high,regular,max,5.4
280,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
281,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,5.0
282,cat_3,cat_3,headwind,headwind,heavy,super,high,high,max,max,3.2
283,cat_3,cat_3,headwind,headwind,super,heavy,high,high,max,max,6.5
284,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
285,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
286,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
287,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
288,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,5.4
289,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,3.2
290,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
291,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
292,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
293,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
294,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
295,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
296,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
297,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
298,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
299,cat_3,cat_3,headwind,tailwind,medium,heavy,high,high,max,max,3.0
300,cat_3,cat_3,tailwind,tailwind,heavy,light,high,high,max,max,6.5
301,cat_3,cat_3,tailwind,tailwind,light,medium,high,high,max,max,3.2
302,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
303,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
304,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
305,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,5.0
306,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,3.2
307,cat_3,cat_3,tailwind,tailwind,heavy,medium,high,high,max,max,5.4
308,cat_3,cat_3,tailwind,tailwind,medium,light,high,high,max,max,5.4
309,cat_3,cat_3,tailwind,headwind,light,medium,high,high,max,max,3.4000000000000004
310,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,5.4
311,cat_3,cat_3,headwind,headwind,light,heavy,high,high,max,max,3.1
312,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
313,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
314,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
315,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,5.0
316,cat_3,cat_3,headwind,headwind,medium,super,high,high,max,max,3.0
317,cat_3,cat_3,headwind,headwind,super,heavy,high,high,max,max,6.5
318,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,5.0
319,cat_3,cat_3,headwind,headwind,heavy,medium,high,average,max,regular,5.2
320,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
321,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,5.0
322,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,5.0
323,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
324,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
325,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
326,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
327,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,5.4
328,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,3.2
329,cat_3,cat_3,headwind,tailwind,heavy,medium,average,average,regular,regular,5.2
330,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,5.0
331,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,5.0
332,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,5.0
333,cat_3,cat_3,tailwind,tailwind,medium,light,average,average,regular,regular,5.4
334,cat_3,cat_3,tailwind,tailwind,light,heavy,average,average,regular,regular,3.1
335,cat_3,cat_3,tailwind,tailwind,heavy,medium,average,average,regular,regular,5.4
336,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,5.0
337,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,5.0
338,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,5.0
339,cat_3,cat_3,tailwind,headwind,medium,medium,average,high,regular,max,5.4
340,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
341,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,5.4
342,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,3.2
343,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,5.0
