,weather1,weather2,wind1,wind2,aircraft_weight_class1,aircraft_weight_class2,ground_traffic1,ground_traffic2,air_traffic_congestion1,air_traffic_congestion2,caculated_minima
69,cat_3,cat_3,tailwind,headwind,medium,medium,low,low,regular,regular,6.2
70,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
71,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
72,cat_3,cat_3,headwind,headwind,medium,light,low,low,regular,regular,6.4
73,cat_3,cat_3,headwind,headwind,light,medium,low,low,regular,regular,4.2
74,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
75,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
76,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
77,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
78,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
79,cat_3,cat_3,headwind,headwind,medium,medium,low,high,regular,max,6.4
80,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
81,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
82,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
83,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
84,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
85,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
86,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
87,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
88,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
89,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
90,cat_3,cat_3,headwind,headwind,heavy,light,high,high,max,max,7.5
91,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,4.2
92,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
93,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
94,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
95,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
96,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
97,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,6.4
98,cat_3,cat_3,headwind,headwind,light,heavy,high,high,max,max,4.1
99,cat_3,cat_3,headwind,headwind,heavy,medium,high,low,max,regular,6.0
100,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
101,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
102,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
103,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
104,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
105,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
106,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
107,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
108,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
109,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
110,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
111,cat_3,cat_3,headwind,headwind,medium,light,low,low,regular,regular,6.4
112,cat_3,cat_3,headwind,headwind,light,heavy,low,low,regular,regular,4.1
113,cat_3,cat_3,headwind,headwind,heavy,light,low,low,regular,regular,7.5
114,cat_3,cat_3,headwind,headwind,light,heavy,low,low,regular,regular,4.1
115,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
116,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
117,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
118,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
119,cat_3,cat_3,headwind,crosswind,medium,heavy,low,average,regular,regular,4.0
120,cat_3,cat_3,crosswind,crosswind,heavy,medium,average,average,regular,regular,6.4
121,cat_3,cat_3,crosswind,crosswind,medium,super,average,average,regular,regular,4
122,cat_3,cat_3,crosswind,crosswind,super,heavy,average,average,regular,regular,7.5
123,cat_3,cat_3,crosswind,crosswind,heavy,medium,average,average,regular,regular,6.4
124,cat_3,cat_3,crosswind,crosswind,medium,medium,average,average,regular,regular,6
125,cat_3,cat_3,crosswind,crosswind,medium,heavy,average,average,regular,regular,4.2
126,cat_3,cat_3,crosswind,crosswind,heavy,medium,average,average,regular,regular,6.4
127,cat_3,cat_3,crosswind,crosswind,medium,heavy,average,average,regular,regular,4.2
128,cat_3,cat_3,crosswind,crosswind,heavy,heavy,average,average,regular,regular,6
129,cat_3,cat_3,crosswind,headwind,heavy,heavy,average,average,regular,regular,6.4
130,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
131,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
132,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
133,cat_3,cat_3,headwind,headwind,heavy,light,average,average,regular,regular,7.5
134,cat_3,cat_3,headwind,headwind,light,heavy,average,average,regular,regular,4.1
135,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
136,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
137,cat_3,cat_3,headwind,headwind,medium,light,average,average,regular,regular,6.4
138,cat_3,cat_3,headwind,headwind,light,medium,average,average,regular,regular,4.2
139,cat_3,cat_3,headwind,headwind,medium,heavy,average,high,regular,max,4.4
140,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
141,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
142,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
143,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
144,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
145,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
146,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
147,cat_3,cat_3,headwind,headwind,heavy,super,high,high,max,max,4.2
148,cat_3,cat_3,headwind,headwind,super,heavy,high,high,max,max,7.5
149,cat_3,cat_3,headwind,wind_shear,heavy,medium,high,high,max,max,5.800000000000001
150,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
151,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
152,cat_3,cat_3,wind_shear,wind_shear,medium,light,high,high,max,max,6.4
153,cat_3,cat_3,wind_shear,wind_shear,light,medium,high,high,max,max,4.2
154,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
155,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,high,high,max,max,4.2
156,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,high,high,max,max,6.4
157,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,high,high,max,max,4.2
158,cat_3,cat_3,wind_shear,wind_shear,heavy,heavy,high,high,max,max,6
159,cat_3,cat_3,wind_shear,headwind,heavy,heavy,high,high,max,max,6.6
160,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
161,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
162,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
163,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
164,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
165,cat_3,cat_3,headwind,headwind,heavy,heavy,high,high,max,max,6
166,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
167,cat_3,cat_3,headwind,headwind,medium,super,high,high,max,max,4
168,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,8
169,cat_3,cat_3,headwind,wind_shear,medium,medium,high,high,max,max,5.4
170,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,high,high,max,max,4.2
171,cat_3,cat_3,wind_shear,wind_shear,heavy,heavy,high,high,max,max,6
172,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,high,high,max,max,6.4
173,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
174,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
175,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
176,cat_3,cat_3,wind_shear,wind_shear,medium,light,high,high,max,max,6.4
177,cat_3,cat_3,wind_shear,wind_shear,light,medium,high,high,max,max,4.2
178,cat_3,cat_3,wind_shear,wind_shear,medium,medium,high,high,max,max,6
179,cat_3,cat_3,wind_shear,wind_shear,medium,super,high,low,max,regular,3.6
180,cat_3,cat_3,wind_shear,wind_shear,super,medium,low,low,regular,regular,8
181,cat_3,cat_3,wind_shear,wind_shear,medium,medium,low,low,regular,regular,6
182,cat_3,cat_3,wind_shear,wind_shear,medium,medium,low,low,regular,regular,6
183,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,4.2
184,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,low,low,regular,regular,6.4
185,cat_3,cat_3,wind_shear,wind_shear,medium,heavy,low,low,regular,regular,4.2
186,cat_3,cat_3,wind_shear,wind_shear,heavy,heavy,low,low,regular,regular,6
187,cat_3,cat_3,wind_shear,wind_shear,heavy,heavy,low,low,regular,regular,6
188,cat_3,cat_3,wind_shear,wind_shear,heavy,medium,low,low,regular,regular,6.4
189,cat_3,cat_3,wind_shear,headwind,medium,heavy,low,low,regular,regular,4.8
190,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
191,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
192,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
193,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
194,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
195,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
196,cat_3,cat_3,headwind,headwind,heavy,light,low,low,regular,regular,7.5
197,cat_3,cat_3,headwind,headwind,light,heavy,low,low,regular,regular,4.1
198,cat_3,cat_3,headwind,headwind,heavy,heavy,low,low,regular,regular,6
199,cat_3,cat_3,headwind,headwind,heavy,medium,low,average,regular,regular,6.6000000000000005
200,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
201,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
202,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
203,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
204,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
205,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
206,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
207,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
208,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
209,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
210,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
211,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
212,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
213,cat_3,cat_3,headwind,headwind,heavy,light,average,average,regular,regular,7.5
214,cat_3,cat_3,headwind,headwind,light,medium,average,average,regular,regular,4.2
215,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
216,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
217,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
218,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
219,cat_3,cat_3,headwind,headwind,medium,heavy,average,high,regular,max,4.4
220,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
221,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
222,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
223,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
224,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
225,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
226,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
227,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
228,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
229,cat_3,cat_3,headwind,tailwind,medium,medium,high,high,max,max,5.8
230,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
231,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
232,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,4.2
233,cat_3,cat_3,tailwind,tailwind,heavy,medium,high,high,max,max,6.4
234,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
235,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
236,cat_3,cat_3,tailwind,tailwind,medium,medium,high,high,max,max,6
237,cat_3,cat_3,tailwind,tailwind,medium,heavy,high,high,max,max,4.2
238,cat_3,cat_3,tailwind,tailwind,heavy,heavy,high,high,max,max,6
239,cat_3,cat_3,tailwind,headwind,heavy,medium,high,average,max,regular,6.4
240,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
241,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
242,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
243,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
244,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
245,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
246,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
247,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
248,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
249,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
250,cat_3,cat_3,headwind,headwind,heavy,light,average,average,regular,regular,7.5
251,cat_3,cat_3,headwind,headwind,light,heavy,average,average,regular,regular,4.1
252,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
253,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
254,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
255,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
256,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
257,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
258,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
259,cat_3,cat_3,headwind,tailwind,medium,medium,average,average,regular,regular,5.8
260,cat_3,cat_3,tailwind,tailwind,medium,heavy,average,average,regular,regular,4.2
261,cat_3,cat_3,tailwind,tailwind,heavy,medium,average,average,regular,regular,6.4
262,cat_3,cat_3,tailwind,tailwind,medium,heavy,average,average,regular,regular,4.2
263,cat_3,cat_3,tailwind,tailwind,heavy,heavy,average,average,regular,regular,6
264,cat_3,cat_3,tailwind,tailwind,heavy,medium,average,average,regular,regular,6.4
265,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,6
266,cat_3,cat_3,tailwind,tailwind,medium,medium,average,average,regular,regular,6
267,cat_3,cat_3,tailwind,tailwind,medium,light,average,average,regular,regular,6.4
268,cat_3,cat_3,tailwind,tailwind,light,medium,average,average,regular,regular,4.2
269,cat_3,cat_3,tailwind,headwind,medium,medium,average,average,regular,regular,6.2
270,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
271,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
272,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
273,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
274,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
275,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
276,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
277,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
278,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
279,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
280,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
281,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
282,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
283,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
284,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
285,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
286,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
287,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
288,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
289,cat_3,cat_3,headwind,headwind,heavy,super,average,average,regular,regular,4.2
290,cat_3,cat_3,headwind,headwind,super,heavy,average,average,regular,regular,7.5
291,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
292,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
293,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
294,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
295,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
296,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
297,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
298,cat_3,cat_3,headwind,headwind,medium,heavy,average,average,regular,regular,4.2
299,cat_3,cat_3,headwind,tailwind,heavy,light,average,average,regular,regular,7.3
300,cat_3,cat_3,tailwind,tailwind,light,heavy,average,average,regular,regular,4.1
301,cat_3,cat_3,tailwind,tailwind,heavy,medium,average,average,regular,regular,6.4
302,cat_3,cat_3,tailwind,tailwind,medium,heavy,average,average,regular,regular,4.2
303,cat_3,cat_3,tailwind,tailwind,heavy,medium,average,average,regular,regular,6.4
304,cat_3,cat_3,tailwind,tailwind,medium,heavy,average,average,regular,regular,4.2
305,cat_3,cat_3,tailwind,tailwind,heavy,heavy,average,average,regular,regular,6
306,cat_3,cat_3,tailwind,tailwind,heavy,heavy,average,average,regular,regular,6
307,cat_3,cat_3,tailwind,tailwind,heavy,heavy,average,average,regular,regular,6
308,cat_3,cat_3,tailwind,tailwind,heavy,heavy,average,average,regular,regular,6
309,cat_3,cat_3,tailwind,headwind,heavy,medium,average,average,regular,regular,6.6000000000000005
310,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
311,cat_3,cat_3,headwind,headwind,medium,medium,average,average,regular,regular,6
312,cat_3,cat_3,headwind,headwind,medium,super,average,average,regular,regular,4
313,cat_3,cat_3,headwind,headwind,super,heavy,average,average,regular,regular,7.5
314,cat_3,cat_3,headwind,headwind,heavy,heavy,average,average,regular,regular,6
315,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
316,cat_3,cat_3,headwind,headwind,medium,light,average,average,regular,regular,6.4
317,cat_3,cat_3,headwind,headwind,light,heavy,average,average,regular,regular,4.1
318,cat_3,cat_3,headwind,headwind,heavy,medium,average,average,regular,regular,6.4
319,cat_3,cat_3,headwind,headwind,medium,medium,average,high,regular,max,6.2
320,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
321,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
322,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
323,cat_3,cat_3,headwind,headwind,medium,super,high,high,max,max,4
324,cat_3,cat_3,headwind,headwind,super,medium,high,high,max,max,8
325,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
326,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
327,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
328,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
329,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
330,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
331,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
332,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
333,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
334,cat_3,cat_3,headwind,headwind,medium,light,high,high,max,max,6.4
335,cat_3,cat_3,headwind,headwind,light,medium,high,high,max,max,4.2
336,cat_3,cat_3,headwind,headwind,medium,heavy,high,high,max,max,4.2
337,cat_3,cat_3,headwind,headwind,heavy,medium,high,high,max,max,6.4
338,cat_3,cat_3,headwind,headwind,medium,medium,high,high,max,max,6
339,cat_3,cat_3,headwind,headwind,medium,medium,high,low,max,regular,5.6
340,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
341,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
342,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
343,cat_3,cat_3,headwind,headwind,heavy,medium,low,low,regular,regular,6.4
344,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
345,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
346,cat_3,cat_3,headwind,headwind,medium,medium,low,low,regular,regular,6
347,cat_3,cat_3,headwind,headwind,medium,heavy,low,low,regular,regular,4.2
